date,city,station_id,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,avg_wind_speed_kmh,home_team,away_team,home_score,away_score,competition,stadium,country,neutral,world_cup
2016-09-10,Brisbane,94576,Spring,,16.2,23.3,7.2,,Australia,South Africa,23,17,2016 Rugby Championship,Lang Park,Australia,False,False
2016-09-17,Christchurch,93781,Spring,10.6,,18.9,0.0,,New Zealand,South Africa,41,13,2016 Rugby Championship,Rugby League Park,New Zealand,False,False
2016-09-17,Perth,94614,Spring,,7.3,17.9,0.0,,Australia,Argentina,36,20,2016 Rugby Championship,Perth Oval,Australia,False,False
2016-10-01,Buenos Aires,87582,Spring,15.2,12.0,18.0,0.0,21.8,Argentina,New Zealand,17,36,2016 Rugby Championship,José Amalfitani Stadium,Argentina,False,False
2016-10-01,Pretoria,68263,Spring,21.4,13.5,29.5,,,South Africa,Australia,18,10,2016 Rugby Championship,Loftus Versfeld Stadium,South Africa,False,False
2016-10-08,London,3772,Autumn,13.1,12.1,16.3,0.0,9.2,Argentina,Australia,21,33,2016 Rugby Championship,Twickenham,England,True,False
2016-10-22,Auckland,93110,Spring,13.7,,17.2,0.5,,New Zealand,Australia,37,10,2016 Autumn International,Eden Park,New Zealand,False,False
2016-11-12,Rome,16239,Autumn,8.5,6.0,12.0,,11.1,Italy,New Zealand,10,68,2016 end-of-year internationals,Stadio Olimpico,Italy,False,False
2016-11-12,Edinburgh,3171,Autumn,7.9,1.7,11.6,8.4,11.6,Scotland,Australia,22,23,2016 Autumn International,Murrayfield Stadium,Scotland,False,False
2016-11-12,London,3772,Autumn,8.8,2.7,10.5,0.0,9.9,England,South Africa,37,21,2016 Autumn International,Twickenham,England,False,False
2016-11-19,Edinburgh,3171,Autumn,-0.1,-3.6,3.6,0.3,13.1,Scotland,Argentina,19,16,2016 Autumn International,Murrayfield Stadium,Scotland,False,False
2016-11-19,Florence,16134,Autumn,2.5,1.0,3.6,23.9,19.4,Italy,South Africa,20,18,2016 end-of-year test,Stadio Artemio Franchi,Italy,False,False
2016-11-19,Saint-Denis,7149,Autumn,6.7,3.5,11.7,0.8,15.1,France,Australia,23,25,2016 Autumn International,Stade de France,France,False,False
2016-11-19,Dublin,3969,Autumn,1.4,0.9,5.4,0.0,18.0,Ireland,New Zealand,9,21,2016 Autumn International,Aviva Stadium,Ireland,False,False
2016-11-26,Dublin,3969,Autumn,5.2,3.5,8.9,0.0,9.9,Ireland,Australia,27,24,2016 Autumn International,Lansdowne Road,Ireland,False,False
2016-11-26,Saint-Denis,7149,Autumn,8.8,7.5,10.4,0.0,7.9,France,New Zealand,19,24,2016 end-of year test,Stade de France,France,False,False
2016-11-26,London,3772,Autumn,5.4,3.1,9.0,0.0,8.7,England,Argentina,27,14,2016 Autumn International,Twickenham,England,False,False
2016-12-03,London,3772,Winter,5.7,2.6,9.1,0.3,11.7,England,Australia,37,21,2016 Autumn International,Twickenham Stadium,England,False,False
2017-02-04,Edinburgh,3171,Winter,4.9,1.7,7.4,4.3,25.0,Scotland,Ireland,27,22,2017 Six Nations Championship,Murrayfield Stadium,Scotland,False,False
2017-02-04,London,3772,Winter,5.1,1.9,9.8,2.0,8.3,England,France,19,16,2017 Six Nations Championship,Twickenham,England,False,False
2017-02-05,Rome,16239,Winter,13.4,11.0,15.5,,18.6,Italy,Wales,7,33,2017 Six Nations,Stadio Olimpico,Italy,False,False
2017-02-11,Rome,16239,Winter,10.4,5.1,16.8,,7.7,Italy,Ireland,10,63,2017 Six Nations Championship,Stadio Olimpico,Italy,False,False
2017-02-12,Saint-Denis,7149,Winter,3.5,-1.2,8.4,0.4,12.3,France,Scotland,22,16,2017 Six Nations Championship,Stade de France,France,False,False
2017-02-25,Dublin,3969,Winter,9.3,4.2,14.1,0.1,29.1,Ireland,France,19,9,2017 Six Nations Championship,Aviva Stadium,Ireland,False,False
2017-02-25,Edinburgh,3171,Winter,7.8,2.4,12.2,2.0,31.4,Scotland,Wales,29,13,2017 Six Nations Championship,Murrayfield Stadium,Scotland,False,False
2017-02-26,London,3772,Winter,10.3,7.9,12.7,1.3,26.6,England,Italy,36,15,2017 Six Nations Championship,Twickenham,England,False,False
2017-03-11,London,3772,Spring,12.3,10.2,16.9,0.0,10.7,England,Scotland,61,21,2017 Six Nations Championship,Twickenham Stadium,England,False,False
2017-03-11,Rome,16239,Spring,10.8,6.0,16.7,,22.0,Italy,France,18,40,2017 Six Nations Championship,Stadio Olimpico,Italy,False,False
2017-03-18,Edinburgh,3171,Spring,5.8,1.1,8.0,3.0,6.3,Scotland,Italy,29,0,2017 Six Nations Championship,Murrayfield,Scotland,False,False
2017-03-18,Paris,7149,Spring,10.6,6.0,14.7,0.0,22.2,France,Wales,20,18,2017 Six Nations Championship,Stade de France,France,False,False
2017-03-18,Dublin,3969,Spring,11.5,6.8,12.9,1.2,36.0,Ireland,England,13,9,2017 Six Nations Championship,Aviva Stadium,Ireland,False,False
2017-06-10,San Juan,87311,Winter,13.3,4.0,,,,Argentina,England,34,38,2017 England tour of Argentina,Estadio Bicentenario,Argentina,False,False
2017-06-10,San Juan,78526,Summer,28.0,25.6,31.7,1.0,14.8,Argentina,England,34,38,2017 England tour of Argentina,Estadio Bicentenario,Argentina,False,False
2017-06-10,Singapore,48698,Summer,28.4,27.0,32.0,0.0,10.8,Italy,Scotland,13,34,2017 mid-year test,National Stadium,Singapore,True,False
2017-06-10,Pretoria,68263,Winter,12.0,6.8,20.0,,,South Africa,France,37,14,2017 France rugby union tour of South Africa,Loftus Versfeld,South Africa,False,False
2017-06-17,Santa Fe,72365,Summer,28.1,15.0,37.8,0.0,12.2,Argentina,England,25,35,2017 England tour of Argentina,Estadio Estanislao López,Argentina,False,False
2017-06-17,Sydney,94767,Winter,15.7,13.1,17.8,0.0,17.8,Australia,Scotland,19,24,2017 Summer International,Sydney Football Stadium,Australia,False,False
2017-06-24,Brisbane,94576,Winter,,10.4,24.5,0.0,,Australia,Italy,40,27,2017 Summer International,Lang Park,Australia,False,False
2017-08-19,Sydney,94767,Winter,11.1,8.2,14.8,0.0,34.6,Australia,New Zealand,34,54,2017 Rugby Championship,Stadium Australia,Australia,False,False
2017-08-26,Salta,87047,Winter,17.2,10.7,31.0,,8.2,Argentina,South Africa,23,41,2017 Rugby Championship,Estadio Padre Ernesto Martearena,Argentina,False,False
2017-09-09,New Plymouth,93309,Spring,9.1,,12.9,11.7,,New Zealand,Argentina,39,22,2017 Rugby Championship,Yarrow Stadium,New Zealand,False,False
2017-09-09,Perth,94614,Spring,,13.0,21.8,0.2,,Australia,South Africa,23,23,2017 Rugby Championship,Perth Oval,Australia,False,False
2017-09-16,Canberra,94926,Spring,4.3,1.2,14.5,0.5,22.6,Australia,Argentina,45,20,2017 Rugby Championship,Canberra Stadium,Australia,False,False
2017-09-16,Albany,72518,Autumn,22.4,17.8,28.3,0.0,4.3,New Zealand,South Africa,57,0,2017 Rugby Championship,North Harbour Stadium,New Zealand,False,False
2017-09-30,Bloemfontein,68442,Spring,20.1,,28.5,,,South Africa,Australia,27,27,2017 Rugby Championship,Free State Stadium,South Africa,False,False
2017-09-30,Buenos Aires,87582,Spring,17.6,14.4,20.2,,11.5,Argentina,New Zealand,10,36,2017 Rugby Championship,José Amalfitani Stadium,Argentina,False,False
2017-10-07,Cape Town,68816,Spring,14.5,9.2,21.5,,11.5,South Africa,New Zealand,24,25,2017 Rugby Championship,Newlands,South Africa,False,False
2017-10-21,Brisbane,94576,Spring,,18.6,20.4,3.8,,Australia,New Zealand,23,18,2017 Autumn International,Lang Park,Australia,False,False
2017-11-11,Dublin,3969,Autumn,7.2,7.1,9.0,1.3,11.6,Ireland,South Africa,38,3,2017 end-of-year test,Aviva Stadium,Ireland,False,False
2017-11-11,London,3772,Autumn,8.8,6.8,9.9,6.6,7.7,England,Argentina,21,8,2017 Autumn International,Twickenham,England,False,False
2017-11-11,Saint-Denis,7149,Autumn,10.9,7.8,12.9,7.6,17.6,France,New Zealand,18,38,2017 end-of year test,Stade de France,France,False,False
2017-11-18,Edinburgh,3171,Autumn,5.3,2.0,7.6,0.0,20.7,Scotland,New Zealand,17,22,2017 Autumn International,Murrayfield,Scotland,False,False
2017-11-18,Florence,16134,Autumn,-2.4,-3.6,-1.4,0.0,40.6,Italy,Argentina,15,31,2017 end of year test,Stadio Artemio Franchi,Italy,False,False
2017-11-18,Saint-Denis,7149,Autumn,5.6,1.3,9.1,0.8,9.0,France,South Africa,17,18,2017 end-of-year test,Stade de France,France,False,False
2017-11-18,London,3772,Autumn,7.3,3.3,9.0,0.0,12.4,England,Australia,30,6,2017 Autumn International,Twickenham Stadium,England,False,False
2017-11-25,Edinburgh,3171,Autumn,1.5,-2.2,3.8,0.3,22.9,Scotland,Australia,53,24,2017 Autumn International,Murrayfield Stadium,Scotland,False,False
2017-11-25,Dublin,3969,Autumn,1.8,0.1,4.4,0.0,28.1,Ireland,Argentina,28,19,2017 Autumn Internationals,Aviva Stadium,Ireland,False,False
2018-02-03,Saint-Denis,7149,Winter,3.3,0.9,4.6,5.4,9.1,France,Ireland,13,15,2018 Six Nations Championship,Stade de France,France,False,False
2018-02-04,Rome,16239,Winter,6.8,2.0,11.7,,7.6,Italy,England,15,46,2018 Six Nations Championship,Stadio Olimpico,Italy,False,False
2018-02-10,London,3772,Winter,4.2,-1.8,10.0,1.3,16.5,England,Wales,12,6,2018 Six Nations Championship,Twickenham,England,False,False
2018-02-10,Dublin,3969,Winter,7.6,0.3,10.9,1.0,34.1,Ireland,Italy,56,19,2018 Six Nations Championship,Aviva Stadium,Ireland,False,False
2018-02-11,Edinburgh,3171,Winter,2.4,-0.2,4.7,7.1,21.4,Scotland,France,32,26,2018 Six Nations Championship,Murrayfield,Scotland,False,False
2018-02-23,Marseille,7650,Winter,4.6,-1.8,10.3,0.0,13.8,France,Italy,34,17,2018 Six Nations Championship,Stade Vélodrome,France,False,False
2018-02-24,Dublin,3969,Winter,2.0,1.7,5.4,0.0,21.2,Ireland,Wales,37,27,2018 Six Nations Championship,Aviva Stadium,Ireland,False,False
2018-02-24,Edinburgh,3171,Winter,3.4,-0.5,6.0,0.0,18.8,Scotland,England,25,13,2018 Six Nations Championship,Murrayfield Stadium,Scotland,False,False
2018-03-10,Dublin,3969,Spring,7.6,1.0,13.4,0.1,21.2,Ireland,Scotland,28,8,2018 Six Nations Championship,Aviva Stadium,Ireland,False,False
2018-03-10,Saint-Denis,7149,Spring,13.4,10.3,17.8,16.1,12.6,France,England,22,16,2018 Six Nations Championship,Stade de France,France,False,False
2018-03-17,Rome,16239,Spring,11.1,9.9,13.4,,8.5,Italy,Scotland,27,29,2018 Six Nations Championship,Stadio Olimpico,Italy,False,False
2018-03-17,London,3772,Spring,1.3,-1.2,7.5,1.8,22.6,England,Ireland,15,24,2018 Six Nations Championship,Twickenham,England,False,False
2018-06-02,Washington,72405,Summer,25.7,22.8,30.0,1.3,9.7,South Africa,Wales,20,22,2018 mid-year test,RFK Stadium,United States,True,False
2018-06-09,Auckland,93110,Winter,10.0,3.8,16.2,0.3,,New Zealand,France,52,11,2018 French tour to New Zealand,Eden Park,New Zealand,False,False
2018-06-09,Brisbane,94576,Winter,,15.6,23.7,0.2,,Australia,Ireland,18,9,2018 Ireland tour of Australia,Lang Park,Australia,False,False
2018-06-09,San Juan,87311,Winter,7.1,-1.4,,,,Argentina,Wales,10,23,2018 Wales tour of Argentina and North America,Estadio San Juan del Bicentenario,Argentina,False,False
2018-06-09,San Juan,78526,Summer,26.7,23.9,30.6,14.0,17.6,Argentina,Wales,10,23,2018 Wales tour of Argentina and North America,Estadio San Juan del Bicentenario,Argentina,False,False
2018-06-16,Melbourne,95866,Winter,,5.8,12.5,0.8,,Australia,Ireland,21,26,2018 Ireland tour of Australia,Melbourne Rec. Stadium,Australia,False,False
2018-06-16,Wellington,93439,Winter,13.2,,16.0,0.0,,New Zealand,France,26,13,2018 French tour to New Zealand,Westpac Stadium,New Zealand,False,False
2018-06-16,Resistencia,87155,Winter,6.6,-0.1,15.0,,6.1,Argentina,Wales,12,30,2018 Wales tour of Argentina and North America,Estadio Centenario,Argentina,False,False
2018-06-16,Bloemfontein,68442,Winter,5.8,,15.9,,,South Africa,England,23,12,2018 England rugby union tour of South Africa,Free State Stadium,South Africa,False,False
2018-06-23,Cape Town,68816,Winter,14.3,13.0,16.9,0.0,27.7,South Africa,England,10,25,2018 England rugby union tour of South Africa,Newlands,South Africa,False,False
2018-06-23,Resistencia,87155,Winter,21.3,14.2,27.6,,12.2,Argentina,Scotland,15,44,2018 Summer International,Estadio Centenario,Argentina,False,False
2018-06-23,Sydney,94767,Winter,12.7,7.0,20.3,0.0,13.1,Australia,Ireland,16,20,2018 Ireland tour of Australia,Stadium Australia,Australia,False,False
2018-08-18,Sydney,94767,Winter,14.4,5.8,23.6,0.0,22.7,Australia,New Zealand,13,38,2018 Rugby Championship,Stadium Australia,Australia,False,False
2018-08-25,Auckland,93110,Winter,12.6,9.7,15.1,1.5,27.3,New Zealand,Australia,40,12,2018 Rugby Championship,Eden Park,New Zealand,False,False
2018-09-08,Brisbane,94576,Spring,,17.5,25.0,1.2,,Australia,South Africa,23,18,2018 Rugby Championship,Lang Park,Australia,False,False
2018-09-15,Wellington,93439,Spring,13.0,9.5,16.3,0.0,25.6,New Zealand,South Africa,34,36,2018 Rugby Championship,Westpac Stadium,New Zealand,False,False
2018-09-29,Buenos Aires,87582,Spring,19.3,16.5,21.5,2.0,22.8,Argentina,New Zealand,17,35,2018 Rugby Championship,José Amalfitani Stadium,Argentina,False,False
2018-10-06,Salta,87047,Spring,18.6,8.5,25.2,,7.4,Argentina,Australia,34,45,2018 Rugby Championship,Estadio Padre Ernesto Martearena,Argentina,False,False
2018-10-06,Pretoria,68263,Spring,20.7,10.4,28.6,,,South Africa,New Zealand,30,32,2018 Rugby Championship,Loftus Versfeld Stadium,South Africa,False,False
2018-11-03,London,3772,Autumn,8.5,2.7,14.0,0.0,15.6,England,South Africa,12,11,2018 Autumn International,Twickenham,England,False,False
2018-11-10,Dublin,3969,Autumn,6.8,5.6,9.9,4.2,11.7,Ireland,Argentina,28,17,2018 Autumn Internationals,Aviva Stadium,Ireland,False,False
2018-11-10,London,3772,Autumn,10.9,9.4,14.1,7.9,17.0,England,New Zealand,15,16,2018 Autumn International,Twickenham,England,False,False
2018-11-10,Saint-Denis,7149,Autumn,11.7,10.5,12.8,6.0,20.8,France,South Africa,26,29,2018 end-of-year test,Stade de France,France,False,False
2018-11-17,Lille,7015,Autumn,5.1,0.9,9.2,0.3,14.6,France,Argentina,28,13,2018 Autumn International,Stade Pierre-Mauroy,France,False,False
2018-11-17,Dublin,3969,Autumn,10.7,11.8,12.4,0.0,18.3,Ireland,New Zealand,16,9,2018 Autumn International,Aviva Stadium,Ireland,False,False
2018-11-17,Edinburgh,3171,Autumn,9.1,7.3,10.2,0.0,21.5,Scotland,South Africa,20,26,2018 Autumn International,Murrayfield,Scotland,False,False
2018-11-24,Edinburgh,3171,Autumn,5.7,3.4,7.1,3.3,10.7,Scotland,Argentina,14,9,2018 Autumn International,Murrayfield Stadium,Scotland,False,False
2018-11-24,Rome,16239,Autumn,16.6,16.0,17.4,,18.7,Italy,New Zealand,3,66,2018 end-of-year internationals,Stadio Olimpico,Italy,False,False
2018-11-24,London,3772,Autumn,8.3,7.6,9.3,0.0,14.2,England,Australia,37,18,2018 Autumn International,Twickenham Stadium,England,False,False
2019-02-01,Paris,7149,Winter,5.1,1.6,7.2,18.7,8.1,France,Wales,19,24,2019 Six Nations Championship,Stade de France,France,False,False
2019-02-02,Edinburgh,3171,Winter,-0.6,-5.2,3.3,0.0,9.3,Scotland,Italy,33,20,2019 Six Nations Championship,Murrayfield,Scotland,False,False
2019-02-02,Dublin,3969,Winter,0.4,-2.4,5.4,0.0,17.0,Ireland,England,20,32,2019 Six Nations Championship,Aviva Stadium,Ireland,False,False
2019-02-09,Rome,16239,Winter,9.4,3.7,14.0,,6.5,Italy,Wales,15,26,2019 Six Nations,Stadio Olimpico,Italy,False,False
2019-02-09,Edinburgh,3171,Winter,6.1,2.3,9.7,9.7,37.2,Scotland,Ireland,13,22,2019 Six Nations Championship,Murrayfield Stadium,Scotland,False,False
2019-02-10,London,3772,Winter,5.8,4.2,7.8,1.5,17.7,England,France,44,8,2019 Six Nations Championship,Twickenham,England,False,False
2019-02-23,Saint-Denis,7149,Winter,10.2,5.9,16.4,0.0,10.8,France,Scotland,27,10,2019 Six Nations Championship,Stade de France,France,False,False
2019-02-24,Rome,16239,Winter,7.3,1.9,13.6,,14.2,Italy,Ireland,16,26,2019 Six Nations Championship,Stadio Olimpico,Italy,False,False
2019-03-09,London,3772,Spring,9.4,6.9,13.6,1.3,24.4,England,Italy,57,14,2019 Six Nations Championship,Twickenham,England,False,False
2019-03-09,Edinburgh,3171,Spring,4.4,1.7,9.0,1.5,30.6,Scotland,Wales,11,18,2019 Six Nations Championship,Murrayfield Stadium,Scotland,False,False
2019-03-10,Dublin,3969,Spring,3.4,2.7,7.9,1.5,25.2,Ireland,France,26,14,2019 Six Nations Championship,Aviva Stadium,Ireland,False,False
2019-03-16,Rome,16239,Spring,12.8,9.0,16.4,,8.4,Italy,France,14,25,2019 Six Nations Championship,Stadio Olimpico,Italy,False,False
2019-03-16,London,3772,Spring,10.9,8.1,12.5,0.0,37.2,England,Scotland,38,38,2019 Six Nations Championship,Twickenham Stadium,England,False,False
2019-07-20,Buenos Aires,87582,Winter,15.1,11.9,17.5,,7.5,Argentina,New Zealand,16,20,2019 Rugby Championship,José Amalfitani Stadium,Argentina,False,False
2019-07-27,Brisbane,94576,Winter,,12.1,25.9,0.0,,Australia,Argentina,16,10,2019 Rugby Championship,Suncorp Stadium,Australia,False,False
2019-07-27,Wellington,93439,Winter,13.3,8.4,14.8,0.0,21.1,New Zealand,South Africa,16,16,2019 Rugby Championship,Westpac Stadium,New Zealand,False,False
2019-08-10,Dublin,3969,Summer,16.6,16.8,20.2,10.2,20.6,Ireland,Italy,29,10,2019 Rugby World Cup warm-up tests,Aviva Stadium,Ireland,False,False
2019-08-10,Perth,94614,Winter,,7.3,18.9,0.2,,Australia,New Zealand,47,26,2019 Rugby Championship,Perth Stadium,Australia,False,False
2019-08-10,Salta,87047,Winter,7.4,-3.2,20.5,,7.1,Argentina,South Africa,13,46,2019 Rugby Championship,Estadio Padre Ernesto Martearena,Argentina,False,False
2019-08-11,London,3772,Summer,18.6,15.2,23.1,1.5,24.9,England,Wales,33,19,2019 Rugby World Cup warm-up,Twickenham,England,False,False
2019-08-17,Auckland,93110,Winter,12.1,7.8,16.6,1.5,15.3,New Zealand,Australia,36,0,2019 Rugby World Cup warm-up match,Eden Park,New Zealand,False,False
2019-08-17,Pretoria,68263,Winter,20.1,11.6,27.8,,,South Africa,Argentina,24,18,2019 Rugby World Cup warm-up match,Loftus Versfeld Stadium,South Africa,False,False
2019-08-24,London,3772,Summer,21.8,13.0,29.9,0.0,5.8,England,Ireland,57,15,2019 Rugby World Cup Warm-up,Twickenham,England,False,False
2019-08-24,Edinburgh,3171,Summer,17.0,10.9,24.2,0.0,7.5,Scotland,France,17,14,2019 Rugby World Cup warm-up,Murrayfield,Scotland,False,False
2019-08-30,Saint-Denis,7149,Summer,20.8,12.8,28.2,0.0,8.3,France,Italy,47,19,2019 Rugby World Cup warm-up match,Stade de France,France,False,False
2019-09-07,Dublin,3969,Autumn,12.5,10.2,18.7,0.0,15.0,Ireland,Wales,19,10,2019 Rugby World Cup warm-up tests,Aviva Stadium,Ireland,False,False
2019-09-21,Tokyo,47662,Autumn,21.4,20.4,24.1,0.0,8.3,France,Argentina,23,21,2019 Rugby World Cup Pool match,Tokyo Stadium,Japan,True,True
2019-09-29,Tokyo,47662,Autumn,24.9,22.4,27.7,0.0,9.1,Australia,Wales,25,29,2019 Rugby World Cup Pool match,Tokyo Stadium,Japan,True,True
2019-10-05,Tokyo,47662,Autumn,25.2,21.9,30.3,0.0,12.4,England,Argentina,39,10,2019 Rugby World Cup Pool match,Tokyo Stadium,Japan,True,True
2019-10-19,Tokyo,47662,Autumn,18.5,14.6,20.2,56.9,8.9,New Zealand,Ireland,46,14,2019 Rugby World Cup Quarter-final,Tokyo Stadium,Japan,True,True
